ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-023329,SaaS / Tech,account,medium,negative,Admin cannot assign custom roles,"Workspace admin at NexaTech cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-08. 

Please help ASAP.",2025-03-25,chat,72
TKT-023331,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Good afternoon,

NovaFlow account has 30% partner discount agreed with Carlos Khan on 2026-01-28. Renewal invoice REF-53800 doesn't include it.

Thank you,",2026-01-22,web,1
TKT-023334,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"Hello,

I'm really frustrated because 'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 7 weeks. I am very frustrated.

Regards,",2025-10-23,email,4
TKT-023337,SaaS / Tech,billing,high,neutral,Tax exemption not applied,Submitted tax exemption cert for Vanguard Tech 9 weeks ago. Still charged 10% sales tax.,2025-03-21,mobile,2
TKT-023338,SaaS / Tech,billing,high,neutral,Charged $159 for feature never activated,"Hey,

Invoice includes $159 for Enterprise Analytics Add-on. We never enabled this. Our plan is Growth.

Best,",2025-06-11,email,4
TKT-023339,SaaS / Tech,account,low,positive,Admin cannot assign custom roles,"Hey,

Workspace admin at Vertex Analytics cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-09.

Thanks,",2025-06-14,web,120
TKT-023340,SaaS / Tech,billing,high,negative,Free trial converted to paid without consent,Signed up for 14-day trial on 2026-02-01. $585 charge appeared on day 12. Never upgraded.,2025-08-29,web,1
TKT-023344,SaaS / Tech,account,low,neutral,SSO users have no password fallback,"When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

Thank you,",2025-09-16,email,24
TKT-023354,SaaS / Tech,billing,medium,negative,Tax exemption not applied,"To whom it may concern,

This is unacceptable — submitted tax exemption cert for Acme Corp 11 weeks ago. Still charged 10% sales tax.

Thanks,",2025-10-15,email,72
TKT-023363,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,"Good afternoon,

Invoice shows $80 proration charge but we haven't changed plans or seats in 5 months.

Best,",2025-06-06,mobile,8
TKT-023365,SaaS / Tech,technical,high,negative,Search index not updating after record creation,"I can't believe that new records don't appear in search for up to 42 hours. Users creating duplicates.

I expect a quick resolution.",2025-11-19,web,4
TKT-023366,SaaS / Tech,technical,low,neutral,Webhooks stopped delivering events,"Hello,

Webhook endpoint for payment.completed stopped on 2026-02-10. No outbound attempts in logs.

Thanks,",2025-09-03,web,24
TKT-023368,SaaS / Tech,billing,high,negative,Charged $340 for feature never activated,Invoice includes $340 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter.,2025-10-20,web,1
TKT-023371,SaaS / Tech,account,low,neutral,Admin cannot assign custom roles,Workspace admin at Apex Ventures cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-06.,2025-04-19,chat,120
TKT-023372,SaaS / Tech,technical,medium,negative,OAuth token refresh returning 401,"Refresh requests return 401 even with valid tokens. Sessions expire every 24 minutes. Please fix this as soon as possible.

Thanks,",2026-01-05,web,12
TKT-023374,SaaS / Tech,account,high,positive,Invited user gets Access Denied after accepting,"Good morning,

Invited Kevin Ali to PrismData workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.",2025-03-14,chat,2
TKT-023375,SaaS / Tech,billing,high,positive,Proration charge on invoice makes no sense,"Dear support team,

Invoice shows $5 proration charge but we haven't changed plans or seats in 3 months.

Regards,",2025-06-01,email,12
TKT-023376,SaaS / Tech,account,medium,positive,Invited user gets Access Denied after accepting,"To whom it may concern,

Invited Brian Johnson to Apex Ventures workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.",2025-10-12,mobile,12
TKT-023380,SaaS / Tech,technical,high,negative,Dashboard loading 57+ seconds,"Good afternoon,

I'm having a serious issue — main analytics dashboard takes 67+ seconds since 2026-02-11. Team of 21 blocked. 

I expect a quick resolution.",2025-09-10,mobile,48
TKT-023382,SaaS / Tech,billing,medium,negative,Still billed for 64 seats after downgrading to 32,"I'm really frustrated because we are Meridian Labs. Downgraded from 64 to 32 seats on 2026-01-29. Latest invoice still shows 64 seats at $293/seat.

I expect a quick resolution.",2025-03-23,mobile,12
TKT-023391,SaaS / Tech,account,medium,neutral,GDPR export request not fulfilled,"Hi,

Submitted GDPR export for Aisha Williams on 2026-02-11. No file, no update. Legal deadline approaching.

Please help ASAP.",2025-12-20,mobile,24
TKT-023397,SaaS / Tech,billing,medium,negative,Tax exemption not applied,"Hey,

Submitted tax exemption cert for ClearPath Ltd 7 weeks ago. Still charged 10% sales tax.",2025-11-20,mobile,8
TKT-023398,SaaS / Tech,billing,high,neutral,Workspace suspended despite payment,"Hey,

Payment failed on 2026-02-07. Updated and paid within 4 hours. Workspace still suspended 3 days later.",2025-02-12,mobile,24
TKT-023400,SaaS / Tech,billing,medium,negative,Charged $89 for feature never activated,"Hey,

Invoice includes $89 for Enterprise Analytics Add-on. We never enabled this. Our plan is Growth.",2025-07-27,mobile,24
TKT-023404,SaaS / Tech,technical,high,neutral,Rate limiting triggering below threshold,"Hitting 429 at 335 req/min — well below documented 1000 req/min limit.

Please help ASAP.",2025-02-19,web,24
TKT-023405,SaaS / Tech,billing,low,negative,Charged $714 for feature never activated,"Invoice includes $714 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter.

Regards,",2025-10-01,web,96
TKT-023409,SaaS / Tech,billing,high,neutral,Invoice PDF download returns 403 error,"To whom it may concern,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 5 weeks.

Please help ASAP.",2026-02-04,mobile,12
TKT-023415,SaaS / Tech,account,medium,positive,SCIM provisioning failing with 400,"Hi there,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Looking forward to your response.",2025-04-18,web,96
TKT-023416,SaaS / Tech,technical,high,negative,Mobile app data sync delay 2–6 hours,"Hi there,

Web changes take 2 hours to appear on mobile. Field team working with stale data. This is very urgent.

I expect a quick resolution.",2025-11-29,web,8
TKT-023419,SaaS / Tech,account,medium,negative,Invited user gets Access Denied after accepting,"Good morning,

Invited Samantha Mitchell to ClearPath Ltd workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Please help ASAP.",2025-08-20,web,24
TKT-023423,SaaS / Tech,account,low,neutral,GDPR export request not fulfilled,"Dear support team,

Submitted GDPR export for Hannah Ali on 2026-02-04. No file, no update. Legal deadline approaching.",2025-10-18,mobile,48
TKT-023426,SaaS / Tech,account,high,neutral,Audit logs missing critical actions,"Good afternoon,

Compliance team found permission changes missing from audit log.

Regards,",2025-10-07,email,2
TKT-023427,SaaS / Tech,account,medium,neutral,Admin cannot assign custom roles,"Workspace admin at PrismData cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-10.

Looking forward to your response.",2025-11-01,chat,72
TKT-023435,SaaS / Tech,technical,high,positive,REST API intermittent 500 errors,"Good morning,

NexaTech integration receiving HTTP 500 since 2026-02-11. Happens every 13 min. Request IDs: REF-57911, REF-28149.",2025-08-26,web,48
TKT-023437,SaaS / Tech,technical,medium,positive,Webhooks stopped delivering events,"Hi,

Webhook endpoint for payment.completed stopped on 2026-02-10. No outbound attempts in logs.",2025-07-16,mobile,96
TKT-023442,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Hi there,

I'm really frustrated because synapse IO account has 30% partner discount agreed with Stephanie Jackson on 2026-01-13. Renewal invoice REF-36465 doesn't include it. 

Looking forward to your response.",2026-02-02,web,8
TKT-023443,SaaS / Tech,technical,high,neutral,Bulk CSV import failing above 500 rows,Import fails at validation for CSVs over 695 rows. Using official template exactly.,2025-11-30,email,8
TKT-023444,SaaS / Tech,account,medium,neutral,2FA enforcement locking out users,"Dear support team,

After enforcing 2FA on 2026-02-09, 36 users locked out. Setup flow errors after QR scan.

Looking forward to your response.",2025-10-13,web,72
TKT-023448,SaaS / Tech,billing,high,negative,Charged $708 for feature never activated,"Good morning,

Invoice includes $708 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter. ",2025-08-27,web,48
TKT-023450,SaaS / Tech,technical,high,negative,SAML SSO broken after v4.1 update,"Good afternoon,

I can't believe that sSO with Google Workspace broken since 2026-02-09. Users hit error after authenticating.

Looking forward to your response.",2025-06-01,email,4
TKT-023453,SaaS / Tech,account,medium,negative,API key rotation failed silently,"Hi,

I'm really frustrated because rotated API key on 2026-02-06. Old key still works, new key returns 401. Rotation didn't complete. This has been going on for too long.",2025-06-30,mobile,48
TKT-023454,SaaS / Tech,technical,medium,positive,SAML SSO broken after v4.1 update,SSO with Okta broken since 2026-02-10. Users hit error after authenticating.,2025-06-14,chat,12
TKT-023455,SaaS / Tech,billing,medium,positive,Annual plan invoiced monthly,"Good morning,

Switched to annual plan on 2025-12-28 for 20% discount. Still charged every 30 days. Account: ACC7238266.

Thank you,",2025-05-29,chat,96
TKT-023461,SaaS / Tech,billing,low,negative,Invoice PDF download returns 403 error,"Good morning,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 8 weeks.

I expect a quick resolution.",2025-08-05,chat,72
TKT-023462,SaaS / Tech,billing,high,neutral,Workspace suspended despite payment,"Dear support team,

Payment failed on 2026-02-09. Updated and paid within 3 hours. Workspace still suspended 3 days later.

Regards,",2025-12-18,email,12
TKT-023464,SaaS / Tech,billing,low,negative,Partner discount missing from renewal,"Good afternoon,

NexaTech account has 30% partner discount agreed with Ryan Davis on 2026-01-24. Renewal invoice REF-79583 doesn't include it. Please fix this as soon as possible.

Please help ASAP.",2025-06-19,mobile,72
TKT-023465,SaaS / Tech,technical,high,neutral,REST API intermittent 500 errors,"Hey,

Catalyst Group integration receiving HTTP 500 since 2026-02-09. Happens every 18 min. Request IDs: REF-77466, REF-96800.

Best,",2025-06-15,web,1
TKT-023466,SaaS / Tech,account,medium,positive,Admin cannot assign custom roles,"Hello,

Workspace admin at BlueSky Solutions cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-05.",2025-10-06,email,12
TKT-023467,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"Rotated API key on 2026-02-08. Old key still works, new key returns 401. Rotation didn't complete.

Looking forward to your response.",2025-08-04,web,96
TKT-023469,SaaS / Tech,technical,high,positive,Dashboard loading 65+ seconds,"Hey,

Main analytics dashboard takes 68+ seconds since 2026-02-06. Team of 9 blocked.

Looking forward to your response.",2025-04-29,mobile,8
TKT-023471,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"To whom it may concern,

I'm really frustrated because hitting 429 at 162 req/min — well below documented 2000 req/min limit.

Best,",2026-01-02,email,4
TKT-023477,SaaS / Tech,billing,medium,neutral,Charged $286 for feature never activated,"Dear support team,

Invoice includes $286 for Enterprise Analytics Add-on. We never enabled this. Our plan is Growth. I need this resolved immediately.

Looking forward to your response.",2025-04-25,email,96
TKT-023484,SaaS / Tech,technical,medium,negative,Rate limiting triggering below threshold,"Dear support team,

This is unacceptable — hitting 429 at 123 req/min — well below documented 1000 req/min limit. 

Please help ASAP.",2025-12-11,mobile,12
TKT-023488,SaaS / Tech,account,medium,neutral,Admin cannot assign custom roles,"To whom it may concern,

Workspace admin at BlueSky Solutions cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-05.",2025-05-17,chat,72
TKT-023493,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"To whom it may concern,

Hitting 429 at 304 req/min — well below documented 2000 req/min limit. 

Thanks,",2025-08-27,email,1
TKT-023495,SaaS / Tech,billing,high,negative,Credit card on file expired but no notification,"To whom it may concern,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.

Regards,",2025-11-02,chat,24
TKT-023496,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"CoreLogic Inc account has 30% partner discount agreed with Emily Walker on 2026-01-04. Renewal invoice REF-87258 doesn't include it.

Regards,",2025-12-19,web,12
